"UIyearXhsh10","UIyearXhsh06","UIyearXhsh04","UIyearXhsh02","UIyearXhsh00","UIyearXhsh98","UIyearXhsh95","t15nnn","in_sampled_window","code","b_ord_surv","twinYN","SexN","DOBYR","DOB3","Alive","BritStatus95","h95n","h95a","britstatus98","h98n","h98a","britstatus00","h00n","h00a","britstatus02","h02n","h02a","britstatus04","h04n","h04a","britstatus06","h06n","h06a","britstatus10","h10n","h10a","DecdateYr","COMPLED2010","Cody_c95num","cody_c98num","cody_c00num","cody_c02num","cody_c04num","cody_c06num","cody_c10num","MeT1","MeS1","FBcode","FBx","FBdob3","AFB","emumdecyrest","efadecyrest","BMHHH95","BMHHH98","BMHHH00","BMHHH02","BMHHH04","BMHHH06","BMHHH10","BFHHH95","BFHHH98","BFHHH00","BFHHH02","BFHHH04","BFHHH06","BFHHH10","acused95","ttsacks95","jjunezero95","LstockValField_rdKts95","HsVal_rdKts95","HsTotAsset_rdKts95","SumValue_rdKts95","IWC95","Loiske_rev95","acused98","ttsacks98","jjunezero98","LstockValField_rdKts98","HsVal_rdKts98","HsTotAsset_rdKts98","SumValue_rdKts98","IWC98","Loiske_rev98","acused00","ttsacks00","jjunezero00","LstockValField_rdKts00","HsVal_rdKts00","HsTotAsset_rdKts00","SumValue_rdKts00","IWC00","Loiske_rev00","acused02","ttsacks02","jjunezero02","LstockValField_rdKts02","HsVal_rdKts02","HsTotAsset_rdKts02","SumValue_rdKts02","IWC02","Loiske_rev02","acused04","ttsacks04","jjunezero04","LstockValField_rdKts04","HsVal_rdKts04","HsTotAsset_rdKts04","SumValue_rdKts04","IWC04","Loiske_rev04","acused06","ttsacks06","jjunezero06","LstockValField_rdKts06","HsVal_rdKts06","HsTotAsset_rdKts06","SumValue_rdKts06","IWC06","Loiske_rev06","acused10","ttsacks10","jjunezero10","LstockValField_rdKts10","HsVal_rdKts10","HsTotAsset_rdKts10","SumValue_rdKts10","IWC10","Loiske_rev10","sumnahxxa","delete","sumnacrop","deletecrop","sumnapcrop95","sumnapcrop98","sumnapcrop00","sumnapcrop02","sumnapcrop04","sumnapcrop06","sumnapcrop10","sumnamcrop95","sumnamcrop98","sumnamcrop00","sumnamcrop02","sumnamcrop04","sumnamcrop06","sumnamcrop10","sumnaacrop95","sumnaacrop98","sumnaacrop00","sumnaacrop02","sumnaacrop04","sumnaacrop06","sumnaacrop10","ttsacksabs","cumabs95","cumabs98","cumabs00","cumabs02","cumabs04","cumabs06","cumabs10","cumabsafb","ttsacksmean","cummean95","cummean98","cummean00","cummean02","cummean04","cummean06","cummean10","cummeanafb","ttsackssd","cumsd95","cumsd98","cumsd00","cumsd02","cumsd04","cumsd06","cumsd10","cumsdafb"
2010041,2006041,2004041,2002041,2000041,1998041,1995041,542,1,4104,1,0,0,1993,1993-11-11,"a","PARS",41,"p","PARS",41,"p","PARS",41,"p","PARS",41,"p","PARS",41,"p","PARS",41,"p","PARS",41,"p",NA,666,"na","0","0","1","3","5","9",NA,"u",4111,"m",2014-07-22,20.6972222222222,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,8,2,13.65,119.6,51.35,184.6,22,13,4,12,99,97.5,169.85,71.76,339.11,31,14,1.5,0,1,74.4,209.23,74.58,358.21,31,14,2.5,14.5,3,85.6,247.17,135.89,468.66,31,14,2,33,2,432.76,1545.9,177.32,2155.98,32,15,8,56,1,396.15,349.57,209.88,955.6,31,14,9,60,1,8208,2026.52,454.59,10689.11,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.5,8,20,20,34.5,67.5,123.5,183.5,183.5,26.2142857142857,8,10,6.66666666666667,8.625,13.5,20.5833333333333,26.2142857142857,26.2142857142857,23.9197567275414,NA,2.82842712474619,6.11010092660779,6.34264666102934,12.2065556157337,20.4997967469599,23.9197567275414,23.9197567275414
2010044,2006044,2004044,2002044,2000044,1998044,1995044,591,1,4411,8,1,0,1994,1994-04-03,"a","PARS",44,"p","PARS",44,"p","PARS",44,"p","PARS",44,"p","PARS",44,"p","PARS",44,"p","PARS",44,"p",NA,7,"na","0","0","1","2","4","na","2013","m1",4441,"m",2014-07-01,20.2444444444444,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5,8,5,136.5,35.1,0,171.6,11,11,6,4,99,78.39,49.09,0,127.48,10,11,5,12,3,279,60.44,0,339.44,22,13,6,4.5,6,561.75,70.62,0,632.37,12,12,7,21,6,1170.56,84.23,68.19,1322.98,22,13,6,14,5,1980.75,349.57,83.41,2413.73,22,13,3,23,0,2419.2,505.66,320.89,3245.75,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.5,8,12,24,28.5,49.5,63.5,86.5,86.5,12.3571428571429,8,6,8,7.125,9.9,10.5833333333333,12.3571428571429,12.3571428571429,7.54273538862773,NA,2.82842712474619,4,3.70528901256928,6.98569967862919,6.46851348198848,7.54273538862773,7.54273538862773
2010056,2006262,2004262,2002056,2000056,1998056,1995056,710,1,5609,1,0,0,1987,1987-05-13,"a","M-PARS",56,"p","M-PARS",56,"p","M-PARS",56,"p","M-PARS",56,"p","M-ALONE",262,"p","M-ALONE",262,"p","M-PARS",56,"p",NA,6,"0","3","5","na","na","na","na","2011","m1",5619,"f",2002-08-23,15.2777777777778,NA,NA,0,0,0,0,1,999,999,0,0,0,0,0,999,999,3,9,5,23.4,35.1,0,58.5,11,11,7,11.83,99,195,49.09,58.5,302.59,31,14,5,2.25,2,74.4,60.44,0,134.84,10,11,1,4.5,5,369.15,70.62,0,439.77,12,12,3,3,9,0,84.23,0,84.23,12,12,1.5,1.5,8,0,99.87,0,99.87,11,11,3,7,6,1625.28,505.66,133.7,2264.64,22,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.08,9,20.83,23.08,27.58,30.58,32.08,39.08,27.58,5.58285714285714,9,10.415,7.69333333333333,6.895,6.116,5.34666666666667,5.58285714285714,6.895,3.8369550179177,NA,2.00111219075793,4.92185263222431,4.32424559894555,4.13019733184747,4.14705518008462,3.8369550179177,4.32424559894555
2010060,2006060,2004060,2002060,2000060,1998060,NA,768,1,6012,4,0,0,1998,1998-01-27,"a",NA,NA,NA,"PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p",NA,666,"na","na","na","0","0","4","4","2013","x1",6026,"m",2014-08-10,16.5361111111111,NA,NA,999,1,1,1,1,1,1,999,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,10,99,202.8,49.09,74.88,326.77,32,15,6,15.25,3,344.1,60.44,74.58,479.12,31,14,3,25.5,2,566.03,247.17,135.89,949.09,32,15,1.5,33,2,688.2,1038.03,328.6,2054.83,32,15,7,42,2,1188.45,1833.89,446.18,3468.52,32,15,7,49,2,2852.16,144.46,722,3718.62,31,14,1,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.75,0,10,25.25,50.75,83.75,125.75,174.75,174.75,29.125,NA,10,12.625,16.9166666666667,20.9375,25.15,29.125,29.125,15.1474007671283,NA,NA,3.71231060122937,7.88326286085485,10.3004348613703,12.9730489862638,15.1474007671283,15.1474007671283
2010060,2006060,2004060,2002060,2000060,1998060,1995060,765,1,6005,2,0,0,1993,1993-09-01,"a","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p","PARS",60,"p",NA,7,"na","0","0","1","3","5","na","2014","m1",6025,"m",2013-09-11,20.0277777777778,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,4,11.7,35.1,12.35,59.15,22,13,3.5,10,99,202.8,49.09,74.88,326.77,32,15,6,15.25,3,344.1,60.44,74.58,479.12,31,14,3,25.5,2,566.03,247.17,135.89,949.09,32,15,1.5,33,2,688.2,1038.03,328.6,2054.83,32,15,7,42,2,1188.45,1833.89,446.18,3468.52,32,15,7,49,2,2852.16,144.46,722,3718.62,31,14,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.75,7,17,32.25,57.75,90.75,132.75,181.75,181.75,25.9642857142857,7,8.5,10.75,14.4375,18.15,22.125,25.9642857142857,25.9642857142857,16.1596388750315,NA,2.12132034355964,4.17582327212252,8.125,10.8823251192013,13.7674888777874,16.1596388750315,16.1596388750315
2010062,2006062,2004062,2002062,2000062,1998062,1995062,792,1,6208,6,0,0,1995,1995-07-29,"a","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p",NA,7,"na","na","0","0","1","3","5","2013","m1",125,"f",2014-05-01,18.7555555555556,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,11.7,35.1,0,46.8,22,13,3,0.66,99,8.19,49.09,0,57.28,11,11,3,2,10,18.6,60.44,0,79.04,21,13,2,18,11,0,70.62,0,70.62,11,11,3,5,7,22.32,84.23,0,106.55,11,11,4,8,6,0,349.57,9.74,359.31,21,13,5,9,5,74.88,505.66,187.18,767.72,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66,3,3.66,5.66,23.66,28.66,36.66,45.66,45.66,6.52285714285714,3,1.83,1.88666666666667,5.915,5.732,6.11,6.52285714285714,6.52285714285714,5.91047012875094,NA,1.65462986797652,1.17410959170485,8.11350109385585,7.03840322800562,6.36306529905202,5.91047012875094,5.91047012875094
2010062,2006062,2004062,2002062,2000062,1998062,1995062,789,1,6205,3,0,0,1987,1987-11-30,"a","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p","PARS",62,"p",NA,7,"0","0","1","3","5","7","na","2014","x1",6216,"f",2008-07-23,20.6472222222222,NA,NA,1,1,1,1,1,999,999,1,1,1,1,1,999,999,3,3,9,11.7,35.1,0,46.8,22,13,3,0.66,99,8.19,49.09,0,57.28,11,11,3,2,10,18.6,60.44,0,79.04,21,13,2,18,11,0,70.62,0,70.62,11,11,3,5,7,22.32,84.23,0,106.55,11,11,4,8,6,0,349.57,9.74,359.31,21,13,5,9,5,74.88,505.66,187.18,767.72,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.66,3,3.66,5.66,23.66,28.66,36.66,45.66,36.66,6.52285714285714,3,1.83,1.88666666666667,5.915,5.732,6.11,6.52285714285714,6.11,5.91047012875094,NA,1.65462986797652,1.17410959170485,8.11350109385585,7.03840322800562,6.36306529905202,5.91047012875094,6.36306529905202
2010063,2006063,2004063,2002063,2000063,1998063,1995063,808,1,6308,6,0,0,1978,1978-06-26,"a","PARS",63,"p","M-ALONE",63,"p","M-ALONE",63,"p","M-ALONE",63,"p","HH-HH",63,"p","HH-HH",63,"p","HH-HH",63,"p",NA,8,"6","na","na","na","na","na","na","2004","m1",6317,"f",1999-05-01,20.8472222222222,2012,1997,1,999,999,999,999,999,999,1,999,999,999,999,999,999,4,12,1,0,35.1,0,35.1,31,14,4,6.13,99,13.65,49.09,0,62.74,11,11,2,3.25,8,11.16,60.44,0,71.6,21,13,3,6,7,51.36,70.62,0,121.98,10,11,1,0.2,12,27.9,84.23,0,112.13,11,11,3,5,11,0,99.87,0,99.87,11,11,2,10,2,249.6,505.66,53.48,808.74,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.58,12,18.13,21.38,27.38,27.58,32.58,42.58,18.13,6.08285714285714,12,9.065,7.12666666666667,6.845,5.516,5.43,6.08285714285714,9.065,3.96171980451973,NA,4.15071680556503,4.45933104101202,3.68434978433554,4.36027866081974,3.90563695189402,3.96171980451973,4.15071680556503
2010067,2006122,NA,NA,NA,1998067,1995067,841,1,6707,5,0,0,1992,1992-12-28,"a","PARS",67,"p","PARS",67,"p","U-ALL",67,"a","U-ALL",67,"a","U-ALL",67,"a","REL",122,"p","PARS",67,"p",NA,9,"na","0","na","na","na","5","9",NA,"u",6714,"m",2010-03-18,17.2222222222222,NA,NA,1,1,999,999,999,0,1,1,1,999,999,999,0,1,2.5,5.5,3,79.95,35.1,51.35,166.4,31,14,3,6,99,67.86,49.09,19.5,136.45,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15.5,5,0,349.57,0,349.57,12,12,3,12,4,1737.6,144.46,336.17,2218.23,22,13,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,5.5,11.5,11.5,11.5,11.5,27,39,27,9.75,5.5,5.75,5.75,5.75,5.75,9,9.75,9,4.83907704698599,NA,0.353553390593274,0.353553390593274,0.353553390593274,0.353553390593274,5.63471383479232,4.83907704698599,5.63471383479232
2010068,2006319,2004319,2002238,2000114,1998114,NA,851,1,11421,5,0,0,1988,1988-01-01,"a",NA,NA,NA,"M-ALONE",114,"p","M-ALONE",114,"p","REL",238,"p","REL",319,"p","REL",319,"p","REL",68,"p",NA,6,"1","0","0","2","5","na","na","2010","m1",6322,"m",2006-06-01,18.4166666666667,NA,NA,999,1,1,0,0,0,999,999,0,0,0,0,0,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,16,99,216.45,520.44,168.48,905.37,32,15,3,18,1,104.16,674.18,121.08,899.42,32,15,2,14,7,0,247.17,0,247.17,12,12,1.5,6,NA,582.8,294.8,150.04,1027.64,21,13,2,41.5,6,173.75,349.57,176.54,699.86,21,13,2,1,2,37.44,144.46,0,181.9,12,12,1,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,0,16,34,48,54,95.5,96.5,95.5,16.0833333333333,NA,16,17,16,13.5,19.1,16.0833333333333,19.1,14.0228979411057,NA,NA,1.4142135623731,2,5.25991127935317,13.3247889289099,14.0228979411057,13.3247889289099
2010074,2006321,2004321,2002074,NA,1998074,1995074,901,1,7406,5,0,0,1982,1982-12-24,"a","M-ALONE",74,"p","M-ALONE",74,"p","U-REL",74,"a","M-ALONE",74,"p","HH-HH",321,"p","HH-HH",321,"p","M-ALONE",74,"p",NA,0,"0","0","0","na","na","na","na","2002","h1",7413,"m",2002-08-21,19.6583333333333,NA,NA,1,1,0,999,999,999,999,0,0,0,999,999,999,999,1.5,1,5,3.9,119.6,0,123.5,11,11,1.5,1.37,99,8.19,169.85,0,178.04,11,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2.5,9,80.25,247.17,0,327.42,11,11,0.5,0.33,NA,0,84.23,7.44,91.67,21,13,0.4,1.5,11,0,99.87,0,99.87,11,11,0.5,2,8,62.4,505.66,0,568.06,11,11,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.7,1,2.37,2.37,4.87,5.2,6.7,8.7,2.37,1.45,1,1.185,1.185,1.62333333333333,1.3,1.34,1.45,1.185,0.757733462373149,NA,0.261629509039023,0.261629509039023,0.781430312525265,0.908441889537612,0.791801742862442,0.757733462373149,0.261629509039023
2010080,2006080,2004080,2002080,2000080,1998080,1995080,969,1,8005,5,0,0,1974,1974-11-10,"a","M-ALONE",80,"p","M-ALONE",80,"p","M-ALONE",80,"p","M-ALONE",80,"p","HH-HH",80,"p","HH-HH",80,"p","HH-HH",80,"p",NA,7,"na","na","na","na","na","na","na",NA,"u",8009,"m",1995-04-09,20.4138888888889,2003,1994,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,5.5,6,0,35.1,0,35.1,11,11,3.5,1.37,99,2.73,49.09,0,51.82,11,11,3.5,3,7,0,60.44,0,60.44,21,13,3,6.5,5,80.25,70.62,0,150.87,12,12,3,6,6,283.34,294.8,0,578.14,11,11,2,6,5,660.25,349.57,0,1009.82,11,11,1,5,5,1209.6,505.66,53.48,1768.74,21,13,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.37,5.5,6.87,9.87,16.37,22.37,28.37,33.37,5.5,4.76714285714286,5.5,3.435,3.29,4.0925,4.474,4.72833333333333,4.76714285714286,5.5,1.88402684239295,NA,2.92035100630044,2.08021633490366,2.33685508037334,2.19621947901388,2.06078059644074,1.88402684239295,0
2010083,2006083,2004083,2002083,2000083,NA,1995083,1016,1,8306,5,0,0,1992,1992-02-05,"a","PARS",83,"p","U-REL",83,"a","PARS",83,"p","F-ALONE",83,"p","F-ALONE",83,"p","REL",83,"p","REL",83,"p",NA,0,"na","0","0","0","0","0","na",NA,"u",8322,"f",2011-06-01,19.3222222222222,1998,NA,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,8,3,45.5,35.1,0,80.6,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.75,2,96.72,60.44,0,157.16,11,11,1,2,10,321,70.62,28.89,420.51,21,13,1.5,9,8,0,84.23,0,84.23,11,11,0.5,4.7,9,0,99.87,0,99.87,11,11,1.5,5.5,0,0,505.66,0,505.66,12,12,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34.95,8,8,13.75,15.75,24.75,29.45,34.95,34.95,5.825,8,8,6.875,5.25,6.1875,5.89,5.825,5.825,2.48269007328744,NA,NA,1.59099025766973,3.03108891324554,3.10493558709356,2.7700180504827,2.48269007328744,2.48269007328744
2010095,NA,NA,NA,2000095,NA,1995095,1052,1,9503,1,0,0,1974,1974-08-07,"a","PARS",95,"p","U-NONREL",95,"a","PARS",95,"p","U-SPOUSE",95,"a","U-SPOUSE",95,"a","U-SPOUSE",95,"a","PARS",95,"p",NA,7,"na","na","na","na","na","na","na","2001","x1",9510,"m",1998-05-29,23.8111111111111,NA,2012,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2.5,11.75,3,1.95,35.1,0,37.05,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,2,11.16,60.44,3.27,74.87,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.66,3,1612.8,144.46,68.77,1826.03,21,13,0,"no",4,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25.41,11.75,11.75,22.75,22.75,22.75,22.75,25.41,11.75,8.47,11.75,11.75,11.375,11.375,11.375,11.375,8.47,11.75,5.04556240670948,NA,NA,0.530330085889911,0.530330085889911,0.530330085889911,0.530330085889911,5.04556240670948,0
2010098,NA,NA,2002065,NA,1998188,1995065,1132,1,18805,9,0,0,1976,1976-02-12,"d","REL",65,"p","REL",188,"p","U-REL",65,"a","REL",65,"p","U-SPOUSE",65,"a","U-SPOUSE",65,"a","REL",98,"p",2014,7,"na","na","na","na","na","na","na","1999","m1",18806,"m",1997-12-08,21.8222222222222,1995,NA,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2.5,2.87,5,0,35.1,39,74.1,21,13,1.5,0,99,0,49.09,3.12,52.21,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,6,0,247.17,129.47,376.64,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,11,0,505.66,0,505.66,11,11,0,"no",3,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.37,2.87,2.87,2.87,6.37,6.37,6.37,9.37,2.87,2.3425,2.87,1.435,1.435,2.12333333333333,2.12333333333333,2.12333333333333,2.3425,2.87,1.58510514898329,NA,2.02939646200539,2.02939646200539,1.86564555404646,1.86564555404646,1.86564555404646,1.58510514898329,0
2010098,NA,2004098,2002098,2000098,1998098,1995098,1124,1,9803,2,0,0,1986,1986-12-13,"a","PARS",98,"p","PARS",98,"p","PARS",98,"p","PARS",98,"p","PARS",98,"p","U-SPOUSE",98,"a","M-ALONE",98,"p",NA,7,"0","1","3","5","7","na","na","2006","h1",9816,"m",2006-09-01,19.7166666666667,NA,NA,1,1,1,1,1,999,999,1,1,1,1,1,999,999,3,6,7,9.75,35.1,0,44.85,11,11,2.5,3,99,8.19,49.09,0,57.28,11,11,2,1,4,0,60.44,0,60.44,10,11,3,6,5,0,247.17,0,247.17,11,11,4.5,10,10,27.9,294.8,245.51,568.21,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,11,0,505.66,0,505.66,11,11,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,6,9,10,16,26,26,29,26,4.83333333333333,6,4.5,3.33333333333333,4,5.2,5.2,4.83333333333333,5.2,3.18852107828483,NA,2.12132034355964,2.51661147842358,2.44948974278318,3.42052627529741,3.42052627529741,3.18852107828483,3.42052627529741
2010098,2006098,2004098,2002098,2000098,1998098,1995098,1126,1,9805,4,0,0,1993,1993-12-25,"a","PARS",98,"p","M-ALONE",98,"p","M-ALONE",98,"p","M-ALONE",98,"p","M-ALONE",98,"p","M-ALONE",98,"p","M-ALONE",98,"p",NA,9,"na","0","0","1","3","5","na","2013","m1",9819,"f",2010-12-01,16.9333333333333,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,6,7,9.75,35.1,0,44.85,11,11,2.5,3,99,8.19,49.09,0,57.28,11,11,2,1,4,0,60.44,0,60.44,10,11,3,6,5,0,247.17,0,247.17,11,11,4.5,10,10,27.9,294.8,245.51,568.21,31,14,3,15,5,0,349.57,293.29,642.86,22,13,2,3,11,0,505.66,0,505.66,11,11,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,6,9,10,16,26,41,44,41,6.28571428571429,6,4.5,3.33333333333333,4,5.2,6.83333333333333,6.28571428571429,6.83333333333333,4.82059075613096,NA,2.12132034355964,2.51661147842358,2.44948974278318,3.42052627529741,5.03653319920227,4.82059075613096,5.03653319920227
2010101,2006349,2004007,2002101,2000101,1998101,1995101,1182,1,10109,7,0,0,1984,1984-09-30,"a","PARS",101,"p","PARS",101,"p","PARS",101,"p","PARS",101,"p","REL",7,"p","HH-HH",349,"p","PARS",101,"p",NA,7,"2","5","7","na","na","na","na","1999","m1",10124,"m",2005-01-01,20.2527777777778,NA,NA,1,1,1,1,999,999,999,1,1,1,1,999,999,999,4,17,3,19.5,35.1,26,80.6,31,14,4,12,99,8.19,49.09,35.1,92.38,32,15,3,19.5,2,11.16,60.44,0,71.6,22,13,4,26,6,25.68,247.17,53.5,326.35,22,13,5,30,4,238.7,1545.9,272.78,2057.38,32,15,2.5,12,4,0,349.57,93.15,442.72,21,13,4,29.66,0,565.44,505.66,683.8,1754.9,32,15,0,"no",0,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.16,17,29,48.5,74.5,104.5,116.5,146.16,104.5,20.88,17,14.5,16.1666666666667,18.625,20.9,19.4166666666667,20.88,20.9,7.75827300370385,NA,3.53553390593274,3.81881307912987,5.82201282490286,7.16240183178799,7.36489420607429,7.75827300370385,7.16240183178799
2010101,NA,NA,2002005,2000005,1998005,1995005,1183,1,505,3,0,0,1985,1985-06-30,"a","F-ALONE",5,"p","F-ALONE",5,"p","F-ALONE",5,"p","F-ALONE",5,"p","U-SPOUSE",5,"a","U-NONREL",5,"a","REL",101,"p",NA,7,"1","4","6","na","na","na","na","2002","x1",10121,"m",2003-05-02,17.8388888888889,1990,2009,0,0,0,0,999,999,999,1,1,1,1,999,999,999,9.75,17.5,0,142.35,363.35,126.1,631.8,32,15,6.5,12,99,118.95,520.44,106.86,746.25,31,14,6.5,22,0,948.6,674.18,0,1622.78,32,15,13,47.5,0,321,1263.67,189.39,1774.06,32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,29.66,0,565.44,505.66,683.8,1754.9,32,15,0,"no",2,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128.66,17.5,29.5,51.5,99,99,99,128.66,99,25.732,17.5,14.75,17.1666666666667,24.75,24.75,24.75,25.732,24.75,13.7798447015922,NA,3.88908729652601,5.00832640043891,15.708278072405,15.708278072405,15.708278072405,13.7798447015922,15.708278072405
2010102,2006102,NA,2002102,2000102,1998102,1995102,1194,1,10205,3,0,0,1984,1984-01-01,"a","PARS",102,"p","PARS",102,"p","PARS",102,"p","PARS",102,"p","U-SPOUSE",102,"a","PARS",102,"p","PARS",102,"p",NA,7,"3","6","na","na","na","na","na","2000","m1",10211,"m",2001-01-01,17,NA,NA,1,1,1,1,999,999,999,1,1,1,1,999,999,999,4,12,5,5.85,35.1,0,40.95,12,12,4,5,99,0,49.09,0,49.09,12,12,3.5,3,6,0,60.44,0,60.44,22,13,4,9,6,0,70.62,129.47,200.09,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10.5,6,0,99.87,200.17,300.04,22,13,4,7.5,0,956.16,144.46,0,1100.62,12,12,0,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,47,12,17,20,29,29,39.5,47,20,7.83333333333333,12,8.5,6.66666666666667,7.25,7.25,7.9,7.83333333333333,6.66666666666667,3.38624669312008,NA,4.94974746830583,4.72581562625261,4.03112887414927,4.03112887414927,3.78153408023781,3.38624669312008,4.72581562625261
2010103,2006082,2004082,2002082,2000082,1998082,NA,1212,1,8207,5,0,0,1996,1996-01-20,"a",NA,NA,NA,"PARS",82,"p","PARS",82,"p","PARS",82,"p","PARS",82,"p","PARS",82,"p","MM-ALONE",103,"p",NA,0,"na","na","0","0","0","0","na",NA,"u",8223,"f",2012-12-28,16.9388888888889,NA,NA,999,1,1,1,1,1,0,999,1,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,0.5,99,0,49.09,0,49.09,11,11,2.5,2,5,0,60.44,0,60.44,21,13,0.5,0,10,0,70.62,22.47,93.09,21,13,1.5,3.2,8,0,84.23,27.28,111.51,21,13,1.5,2,12,0,349.57,33.37,382.94,21,13,1.5,3,6,0,505.66,0,505.66,12,12,1,"no",1,"no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0.5,2.5,2.5,5.7,7.7,10.7,10.7,1.78333333333333,NA,0.5,1.25,0.833333333333333,1.425,1.54,1.78333333333333,1.78333333333333,1.29679091092846,NA,NA,1.06066017177982,1.04083299973307,1.45688022843335,1.28763348822559,1.29679091092846,1.29679091092846
